post,file,classification,destination_category,confidence,action
2025-06-21_DLKQQeQxomB,daikuinterior_DLKQQeQxomB_1.jpg,ruang-usaha,dapur,0.5047,moved
2025-06-21_DLKQQeQxomB,daikuinterior_DLKQQeQxomB_2.jpg,dapur,dapur,0.5785,moved
2025-06-21_DLKQQeQxomB,daikuinterior_DLKQQeQxomB_3.jpg,ruang-usaha,dapur,0.8187,moved
2025-06-24_DLRnqkdxaoF,daikuinterior_DLRnqkdxaoF_0.jpg,furnitur-detail,furnitur-detail,0.8837,moved
2025-06-24_DLRnqkdxaoF,daikuinterior_DLRnqkdxaoF_1.jpg,promosi,promosi,0.362,moved
2025-06-24_DLRnqkdxaoF,daikuinterior_DLRnqkdxaoF_2.jpg,furnitur-detail,furnitur-detail,0.7795,moved
2025-06-24_DLRnqkdxaoF,daikuinterior_DLRnqkdxaoF_3.jpg,furnitur-detail,furnitur-detail,0.8315,moved
2025-06-30_DLhJFf3RKms,daikuinterior_DLhJFf3RKms_0.jpg,ruang-usaha,furnitur-detail,0.5354,moved
2025-06-30_DLhJFf3RKms,daikuinterior_DLhJFf3RKms_1.jpg,ruang-usaha,furnitur-detail,0.5319,moved
2025-06-30_DLhJFf3RKms,daikuinterior_DLhJFf3RKms_2.jpg,perlu-ditinjau,perlu-ditinjau,0.4848,moved
2025-06-30_DLhJFf3RKms,daikuinterior_DLhJFf3RKms_3.jpg,furnitur-detail,furnitur-detail,0.6598,moved
2025-06-30_DLhJFf3RKms,daikuinterior_DLhJFf3RKms_4.jpg,furnitur-detail,furnitur-detail,0.4048,moved
2025-06-30_DLhJFf3RKms,daikuinterior_DLhJFf3RKms_5.jpg,furnitur-detail,furnitur-detail,0.6579,moved
2025-06-30_DLhLlorRMHb,daikuinterior_DLhLlorRMHb_0.jpg,promosi,promosi,0.9568,moved
2025-06-30_DLhLlorRMHb,daikuinterior_DLhLlorRMHb_1.jpg,ruang-usaha,ruang-usaha,0.8913,moved
2025-06-30_DLhLlorRMHb,daikuinterior_DLhLlorRMHb_2.jpg,ruang-usaha,ruang-usaha,0.9085,moved
2025-07-01_DLjaJ-Xxmv8,daikuinterior_DLjaJ-Xxmv8_0.jpg,dapur,dapur,0.9324,moved
2025-07-01_DLjaJ-Xxmv8,daikuinterior_DLjaJ-Xxmv8_1.jpg,dapur,dapur,0.7782,moved
2025-07-01_DLjaJ-Xxmv8,daikuinterior_DLjaJ-Xxmv8_2.jpg,dapur,dapur,0.9646,moved
2025-07-01_DLjaJ-Xxmv8,daikuinterior_DLjaJ-Xxmv8_3.jpg,dapur,dapur,0.9605,moved
2025-07-01_DLjcKGXR-kF,daikuinterior_DLjcKGXR-kF_0.jpg,furnitur-detail,furnitur-detail,0.8253,moved
2025-07-01_DLjcKGXR-kF,daikuinterior_DLjcKGXR-kF_1.jpg,furnitur-detail,furnitur-detail,0.4466,moved
2025-07-01_DLjcKGXR-kF,daikuinterior_DLjcKGXR-kF_2.jpg,perlu-ditinjau,perlu-ditinjau,0.557,moved
2025-07-01_DLjcKGXR-kF,daikuinterior_DLjcKGXR-kF_3.jpg,furnitur-detail,furnitur-detail,0.8008,moved
2025-07-03_DLo7iDRxzup,daikuinterior_DLo7iDRxzup_0.jpg,promosi,promosi,0.8389,moved
2025-07-03_DLo7iDRxzup,daikuinterior_DLo7iDRxzup_1.jpg,promosi,promosi,0.7774,moved
2025-07-03_DLo7iDRxzup,daikuinterior_DLo7iDRxzup_2.jpg,perlu-ditinjau,perlu-ditinjau,0.5995,moved
2025-07-03_DLo7iDRxzup,daikuinterior_DLo7iDRxzup_3.jpg,perlu-ditinjau,perlu-ditinjau,0.6457,moved
2025-07-03_DLo9xARRHfM,daikuinterior_DLo9xARRHfM_0.jpg,furnitur-detail,furnitur-detail,0.7665,moved
2025-07-03_DLo9xARRHfM,daikuinterior_DLo9xARRHfM_1.jpg,ruang-usaha,furnitur-detail,0.6525,moved
2025-07-03_DLo9xARRHfM,daikuinterior_DLo9xARRHfM_2.jpg,furnitur-detail,furnitur-detail,0.5848,moved
2025-07-03_DLo9xARRHfM,daikuinterior_DLo9xARRHfM_3.jpg,ruang-usaha,furnitur-detail,0.4981,moved
2025-07-03_DLo_D2wx7eu,daikuinterior_DLo_D2wx7eu_0.jpg,furnitur-detail,furnitur-detail,0.6386,moved
2025-07-03_DLo_D2wx7eu,daikuinterior_DLo_D2wx7eu_1.jpg,furnitur-detail,furnitur-detail,0.5791,moved
2025-07-03_DLo_D2wx7eu,daikuinterior_DLo_D2wx7eu_2.jpg,perlu-ditinjau,perlu-ditinjau,0.5528,moved
2025-07-03_DLo_D2wx7eu,daikuinterior_DLo_D2wx7eu_3.jpg,perlu-ditinjau,perlu-ditinjau,0.3311,moved
2025-07-04_DLsCpB4RIv2,daikuinterior_DLsCpB4RIv2_0.jpg,promosi,promosi,0.7537,moved
2025-07-04_DLsCpB4RIv2,daikuinterior_DLsCpB4RIv2_1.jpg,promosi,promosi,0.4775,moved
2025-07-04_DLsCpB4RIv2,daikuinterior_DLsCpB4RIv2_2.jpg,promosi,promosi,0.7825,moved
2025-07-04_DLsEIT9xhB-,daikuinterior_DLsEIT9xhB-_0.jpg,ruang-usaha,ruang-usaha,0.9556,moved
2025-07-04_DLsEIT9xhB-,daikuinterior_DLsEIT9xhB-_1.jpg,furnitur-detail,ruang-usaha,0.8495,moved
2025-07-04_DLsEIT9xhB-,daikuinterior_DLsEIT9xhB-_2.jpg,ruang-usaha,ruang-usaha,0.9014,moved
2025-07-05_DLttXIQR1DJ,daikuinterior_DLttXIQR1DJ_0.jpg,ruang-usaha,ruang-usaha,0.9974,moved
2025-07-05_DLttXIQR1DJ,daikuinterior_DLttXIQR1DJ_1.jpg,ruang-usaha,ruang-usaha,0.9741,moved
2025-07-05_DLttXIQR1DJ,daikuinterior_DLttXIQR1DJ_2.jpg,ruang-usaha,ruang-usaha,0.9381,moved
2025-07-05_DLttXIQR1DJ,daikuinterior_DLttXIQR1DJ_3.jpg,ruang-usaha,ruang-usaha,0.5929,moved
2025-07-05_DLttXIQR1DJ,daikuinterior_DLttXIQR1DJ_4.jpg,ruang-usaha,ruang-usaha,0.6825,moved
2025-07-05_DLttXIQR1DJ,daikuinterior_DLttXIQR1DJ_5.jpg,ruang-usaha,ruang-usaha,0.9774,moved
2025-09-20_DO0wW-ME9Kp,daikuinterior_DO0wW-ME9Kp_0.jpg,dapur,dapur,0.758,moved
2025-09-20_DO0wW-ME9Kp,daikuinterior_DO0wW-ME9Kp_1.jpg,dapur,dapur,0.8266,moved
2025-09-20_DO0wW-ME9Kp,daikuinterior_DO0wW-ME9Kp_2.jpg,dapur,dapur,0.601,moved
2025-09-20_DO0wW-ME9Kp,daikuinterior_DO0wW-ME9Kp_3.jpg,dapur,dapur,0.6961,moved
2025-09-27_DPG_BvKE6ch,daikuinterior_DPG_BvKE6ch_0.jpg,furnitur-detail,furnitur-detail,0.6319,moved
2025-09-27_DPG_BvKE6ch,daikuinterior_DPG_BvKE6ch_1.jpg,furnitur-detail,furnitur-detail,0.8342,moved
2025-09-27_DPG_BvKE6ch,daikuinterior_DPG_BvKE6ch_2.jpg,furnitur-detail,furnitur-detail,0.674,moved
2025-09-27_DPG_BvKE6ch,daikuinterior_DPG_BvKE6ch_3.jpg,furnitur-detail,furnitur-detail,0.6594,moved
2025-10-04_DPYuF_pE4lX,daikuinterior_DPYuF_pE4lX_0.jpg,promosi,promosi,0.4486,moved
2025-10-04_DPYuF_pE4lX,daikuinterior_DPYuF_pE4lX_1.jpg,promosi,promosi,0.557,moved
2025-10-04_DPYuF_pE4lX,daikuinterior_DPYuF_pE4lX_2.jpg,ruang-usaha,ruang-usaha,0.8563,moved
2025-10-04_DPYuF_pE4lX,daikuinterior_DPYuF_pE4lX_3.jpg,ruang-usaha,ruang-usaha,0.5931,moved
2025-10-06_DPdiwZ3E7pi,daikuinterior_DPdiwZ3E7pi_0.jpg,dapur,dapur,0.4406,moved
2025-10-06_DPdiwZ3E7pi,daikuinterior_DPdiwZ3E7pi_1.jpg,promosi,promosi,0.4557,moved
2025-10-06_DPdiwZ3E7pi,daikuinterior_DPdiwZ3E7pi_2.jpg,perlu-ditinjau,perlu-ditinjau,0.3129,moved
2025-10-06_DPdiwZ3E7pi,daikuinterior_DPdiwZ3E7pi_3.jpg,promosi,promosi,0.7365,moved
2025-10-06_DPdiwZ3E7pi,daikuinterior_DPdiwZ3E7pi_4.jpg,promosi,promosi,0.9425,moved
2025-10-07_DPgCPdwE3bc,daikuinterior_DPgCPdwE3bc_0.jpg,furnitur-detail,furnitur-detail,0.7393,moved
2025-10-07_DPgCPdwE3bc,daikuinterior_DPgCPdwE3bc_1.jpg,promosi,promosi,0.8638,moved
2025-10-07_DPgCPdwE3bc,daikuinterior_DPgCPdwE3bc_2.jpg,promosi,promosi,0.691,moved
2025-10-07_DPgCPdwE3bc,daikuinterior_DPgCPdwE3bc_3.jpg,furnitur-detail,furnitur-detail,0.8937,moved
2025-10-07_DPgCPdwE3bc,daikuinterior_DPgCPdwE3bc_4.jpg,promosi,promosi,0.9961,moved
2025-10-08_DPim9-HEzNT,daikuinterior_DPim9-HEzNT_0.jpg,furnitur-detail,furnitur-detail,0.4085,moved
2025-10-08_DPim9-HEzNT,daikuinterior_DPim9-HEzNT_1.jpg,promosi,promosi,0.5111,moved
2025-10-09_DPlLwnZk3B7,daikuinterior_DPlLwnZk3B7_0.jpg,promosi,promosi,0.7902,moved
2025-10-09_DPlLwnZk3B7,daikuinterior_DPlLwnZk3B7_1.jpg,furnitur-detail,furnitur-detail,0.9316,moved
2025-10-09_DPlLwnZk3B7,daikuinterior_DPlLwnZk3B7_2.jpg,furnitur-detail,furnitur-detail,0.8036,moved
2025-10-09_DPlLwnZk3B7,daikuinterior_DPlLwnZk3B7_3.jpg,promosi,promosi,0.9815,moved
2025-10-10_DPnwmlrk1tJ,daikuinterior_DPnwmlrk1tJ_0.jpg,promosi,promosi,0.8328,moved
2025-10-10_DPnwmlrk1tJ,daikuinterior_DPnwmlrk1tJ_1.jpg,promosi,promosi,0.6852,moved
2025-10-10_DPnwmlrk1tJ,daikuinterior_DPnwmlrk1tJ_2.jpg,furnitur-detail,furnitur-detail,0.8691,moved
2025-10-10_DPnwmlrk1tJ,daikuinterior_DPnwmlrk1tJ_3.jpg,promosi,promosi,0.9362,moved
2025-10-11_DPqVXZkE6H8,daikuinterior_DPqVXZkE6H8_0.jpg,promosi,promosi,0.3877,moved
2025-10-11_DPqVXZkE6H8,daikuinterior_DPqVXZkE6H8_1.jpg,eksterior,eksterior,0.6648,moved
2025-10-13_DPve6Suk_Td,daikuinterior_DPve6Suk_Td_0.jpg,furnitur-detail,furnitur-detail,0.6074,moved
2025-10-13_DPve6Suk_Td,daikuinterior_DPve6Suk_Td_1.jpg,promosi,promosi,0.8413,moved
2025-10-13_DPve6Suk_Td,daikuinterior_DPve6Suk_Td_2.jpg,promosi,promosi,0.7115,moved
2025-10-13_DPve6Suk_Td,daikuinterior_DPve6Suk_Td_3.jpg,promosi,promosi,0.9652,moved
2025-10-14_DPyDyosk68J,daikuinterior_DPyDyosk68J_0.jpg,perlu-ditinjau,perlu-ditinjau,0.308,moved
2025-10-14_DPyDyosk68J,daikuinterior_DPyDyosk68J_1.jpg,furnitur-detail,furnitur-detail,0.4589,moved
2025-10-14_DPyDyosk68J,daikuinterior_DPyDyosk68J_2.jpg,furnitur-detail,furnitur-detail,0.6237,moved
2025-10-14_DPyDyosk68J,daikuinterior_DPyDyosk68J_3.jpg,furnitur-detail,furnitur-detail,0.6245,moved
2025-10-14_DPyDyosk68J,daikuinterior_DPyDyosk68J_4.jpg,furnitur-detail,furnitur-detail,0.502,moved
2025-10-15_DP0oghgE4Ym,daikuinterior_DP0oghgE4Ym_0.jpg,kamar-mandi,kamar-mandi,0.6099,moved
2025-10-15_DP0oghgE4Ym,daikuinterior_DP0oghgE4Ym_1.jpg,kamar-mandi,kamar-mandi,0.7073,moved
2025-10-15_DP0oghgE4Ym,daikuinterior_DP0oghgE4Ym_2.jpg,kamar-mandi,kamar-mandi,0.5228,moved
2025-10-15_DP0oghgE4Ym,daikuinterior_DP0oghgE4Ym_3.jpg,kamar-mandi,kamar-mandi,0.71,moved
2025-10-15_DP0oghgE4Ym,daikuinterior_DP0oghgE4Ym_4.jpg,kamar-mandi,kamar-mandi,0.8779,moved
2025-10-16_DP3NYiykxEN,daikuinterior_DP3NYiykxEN_0.jpg,kamar-mandi,kamar-mandi,0.4075,moved
2025-10-16_DP3NYiykxEN,daikuinterior_DP3NYiykxEN_1.jpg,promosi,promosi,0.6596,moved
2025-10-16_DP3NYiykxEN,daikuinterior_DP3NYiykxEN_2.jpg,promosi,promosi,0.8232,moved
2025-10-16_DP3NYiykxEN,daikuinterior_DP3NYiykxEN_3.jpg,promosi,promosi,0.7927,moved
2025-10-16_DP3NYiykxEN,daikuinterior_DP3NYiykxEN_4.jpg,promosi,promosi,0.7389,moved
2025-10-21_DQEFWPdExWr,daikuinterior_DQEFWPdExWr_0.jpg,kamar-tidur,kamar-tidur,0.6542,moved
2025-10-21_DQEFWPdExWr,daikuinterior_DQEFWPdExWr_1.jpg,perlu-ditinjau,perlu-ditinjau,0.4007,moved
2025-10-21_DQEFWPdExWr,daikuinterior_DQEFWPdExWr_2.jpg,promosi,promosi,0.6859,moved
2025-10-21_DQEFWPdExWr,daikuinterior_DQEFWPdExWr_3.jpg,furnitur-detail,kamar-tidur,0.4608,moved
2025-10-21_DQEFWPdExWr,daikuinterior_DQEFWPdExWr_4.jpg,promosi,promosi,0.9895,moved
2025-10-22_DQGwI6OE3mN,daikuinterior_DQGwI6OE3mN_0.jpg,perlu-ditinjau,perlu-ditinjau,0.2517,moved
2025-10-22_DQGwI6OE3mN,daikuinterior_DQGwI6OE3mN_1.jpg,promosi,promosi,0.9183,moved
2025-10-22_DQGwI6OE3mN,daikuinterior_DQGwI6OE3mN_2.jpg,promosi,promosi,0.9688,moved
2025-10-23_DQJPcK8E0R8,daikuinterior_DQJPcK8E0R8_0.jpg,perlu-ditinjau,perlu-ditinjau,0.4256,moved
2025-10-23_DQJPcK8E0R8,daikuinterior_DQJPcK8E0R8_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3304,moved
2025-10-24_DQLzrRUk8s6,daikuinterior_DQLzrRUk8s6_0.jpg,furnitur-detail,furnitur-detail,0.6886,moved
2025-10-24_DQLzrRUk8s6,daikuinterior_DQLzrRUk8s6_1.jpg,promosi,promosi,0.6299,moved
2025-10-25_DQOacnmE23d,daikuinterior_DQOacnmE23d_0.jpg,furnitur-detail,furnitur-detail,0.6651,moved
2025-10-25_DQOacnmE23d,daikuinterior_DQOacnmE23d_1.jpg,furnitur-detail,furnitur-detail,0.4254,moved
2025-10-25_DQOacnmE23d,daikuinterior_DQOacnmE23d_2.jpg,promosi,promosi,0.6011,moved
2025-10-25_DQOacnmE23d,daikuinterior_DQOacnmE23d_3.jpg,promosi,promosi,0.998,moved
2025-10-27_DQTiEu6E0uR,daikuinterior_DQTiEu6E0uR_0.jpg,furnitur-detail,furnitur-detail,0.8728,moved
2025-10-27_DQTiEu6E0uR,daikuinterior_DQTiEu6E0uR_1.jpg,promosi,promosi,0.6497,moved
2025-10-27_DQTiEu6E0uR,daikuinterior_DQTiEu6E0uR_2.jpg,ruang-usaha,furnitur-detail,0.5882,moved
2025-10-27_DQTiEu6E0uR,daikuinterior_DQTiEu6E0uR_3.jpg,promosi,promosi,0.4885,moved
2025-10-27_DQTiEu6E0uR,daikuinterior_DQTiEu6E0uR_4.jpg,promosi,promosi,0.9998,moved
2025-10-28_DQWG76uE5vz,daikuinterior_DQWG76uE5vz_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3472,moved
2025-10-28_DQWG76uE5vz,daikuinterior_DQWG76uE5vz_1.jpg,dapur,dapur,0.6251,moved
2025-10-29_DQYrtG0k4vk,daikuinterior_DQYrtG0k4vk_0.jpg,kamar-mandi,kamar-mandi,0.4658,moved
2025-10-29_DQYrtG0k4vk,daikuinterior_DQYrtG0k4vk_1.jpg,furnitur-detail,kamar-mandi,0.4772,moved
2025-10-29_DQYrtG0k4vk,daikuinterior_DQYrtG0k4vk_2.jpg,promosi,promosi,0.968,moved
2025-10-30_DQbQe3JE-n2,daikuinterior_DQbQe3JE-n2_0.jpg,furnitur-detail,furnitur-detail,0.8323,moved
2025-10-30_DQbQe3JE-n2,daikuinterior_DQbQe3JE-n2_1.jpg,furnitur-detail,furnitur-detail,0.9627,moved
2025-10-30_DQbQe3JE-n2,daikuinterior_DQbQe3JE-n2_2.jpg,promosi,promosi,0.968,moved
2025-10-31_DQd1O-qk7Mx,daikuinterior_DQd1O-qk7Mx_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3535,moved
2025-10-31_DQd1O-qk7Mx,daikuinterior_DQd1O-qk7Mx_1.jpg,promosi,promosi,0.5894,moved
2025-11-01_DQgaBnJkxg7,daikuinterior_DQgaBnJkxg7_0.jpg,eksterior,eksterior,0.8407,moved
2025-11-01_DQgaBnJkxg7,daikuinterior_DQgaBnJkxg7_1.jpg,eksterior,eksterior,0.9396,moved
2025-11-02_DQi-z4yE4hX,daikuinterior_DQi-z4yE4hX_0.jpg,promosi,promosi,0.9313,moved
2025-11-02_DQi-z4yE4hX,daikuinterior_DQi-z4yE4hX_1.jpg,promosi,promosi,0.8815,moved
2025-11-03_DQljxKZk7cj,daikuinterior_DQljxKZk7cj_0.jpg,promosi,promosi,0.6693,moved
2025-11-03_DQljxKZk7cj,daikuinterior_DQljxKZk7cj_1.jpg,promosi,promosi,0.4977,moved
2025-11-04_DQoIc1DE20t,daikuinterior_DQoIc1DE20t_0.jpg,kamar-mandi,kamar-mandi,0.3737,moved
2025-11-04_DQoIc1DE20t,daikuinterior_DQoIc1DE20t_1.jpg,furnitur-detail,kamar-mandi,0.7219,moved
2025-11-04_DQoIc1DE20t,daikuinterior_DQoIc1DE20t_2.jpg,promosi,promosi,0.9456,moved
2025-11-04_DQoIc1DE20t,daikuinterior_DQoIc1DE20t_3.jpg,promosi,promosi,0.9563,moved
2025-11-05_DQqtRUGky1o,daikuinterior_DQqtRUGky1o_0.jpg,promosi,promosi,0.5741,moved
2025-11-05_DQqtRUGky1o,daikuinterior_DQqtRUGky1o_1.jpg,furnitur-detail,furnitur-detail,0.7368,moved
2025-11-05_DQqtRUGky1o,daikuinterior_DQqtRUGky1o_2.jpg,furnitur-detail,furnitur-detail,0.5563,moved
2025-11-05_DQqtRUGky1o,daikuinterior_DQqtRUGky1o_3.jpg,promosi,promosi,0.9536,moved
2025-11-06_DQtSDAUE5E_,daikuinterior_DQtSDAUE5E__0.jpg,promosi,promosi,0.991,moved
2025-11-06_DQtSDAUE5E_,daikuinterior_DQtSDAUE5E__1.jpg,perlu-ditinjau,perlu-ditinjau,0.2476,moved
2025-11-07_DQv156Zk5p4,daikuinterior_DQv156Zk5p4_0.jpg,dapur,dapur,0.8461,moved
2025-11-07_DQv156Zk5p4,daikuinterior_DQv156Zk5p4_1.jpg,dapur,dapur,0.8136,moved
2025-11-08_DQybov_EwIQ,daikuinterior_DQybov_EwIQ_0.jpg,promosi,promosi,0.5139,moved
2025-11-08_DQybov_EwIQ,daikuinterior_DQybov_EwIQ_1.jpg,promosi,promosi,0.7413,moved
2025-11-08_DQybov_EwIQ,daikuinterior_DQybov_EwIQ_2.jpg,promosi,promosi,0.9818,moved
2025-11-10_DQ3mHWCk1_W,daikuinterior_DQ3mHWCk1_W_0.jpg,eksterior,eksterior,0.7605,moved
2025-11-10_DQ3mHWCk1_W,daikuinterior_DQ3mHWCk1_W_1.jpg,promosi,promosi,0.7562,moved
2025-11-11_DQ6KBJpE3od,daikuinterior_DQ6KBJpE3od_0.jpg,furnitur-detail,furnitur-detail,0.4764,moved
2025-11-11_DQ6KBJpE3od,daikuinterior_DQ6KBJpE3od_1.jpg,promosi,promosi,0.3854,moved
2025-11-11_DQ6KBJpE3od,daikuinterior_DQ6KBJpE3od_2.jpg,promosi,promosi,0.9538,moved
2025-11-12_DQ8uzuik7u7,daikuinterior_DQ8uzuik7u7_0.jpg,kamar-mandi,kamar-mandi,0.616,moved
2025-11-12_DQ8uzuik7u7,daikuinterior_DQ8uzuik7u7_1.jpg,promosi,promosi,0.6984,moved
2025-11-12_DQ8uzuik7u7,daikuinterior_DQ8uzuik7u7_2.jpg,promosi,promosi,0.9563,moved
2025-11-13_DQ_UBV_E4Dl,daikuinterior_DQ_UBV_E4Dl_0.jpg,promosi,promosi,0.5704,moved
2025-11-13_DQ_UBV_E4Dl,daikuinterior_DQ_UBV_E4Dl_1.jpg,promosi,promosi,0.7278,moved
2025-11-14_DRB4g4AE3VZ,daikuinterior_DRB4g4AE3VZ_0.jpg,furnitur-detail,furnitur-detail,0.3807,moved
2025-11-14_DRB4g4AE3VZ,daikuinterior_DRB4g4AE3VZ_1.jpg,promosi,promosi,0.8773,moved
2025-11-15_DREdPkzk7jy,daikuinterior_DREdPkzk7jy_0.jpg,ruang-usaha,ruang-usaha,0.9022,moved
2025-11-15_DREdPkzk7jy,daikuinterior_DREdPkzk7jy_1.jpg,promosi,promosi,0.825,moved
2025-11-17_DRJm0suE2gg,daikuinterior_DRJm0suE2gg_0.jpg,promosi,promosi,0.4481,moved
2025-11-17_DRJm0suE2gg,daikuinterior_DRJm0suE2gg_1.jpg,furnitur-detail,furnitur-detail,0.9067,moved
2025-11-18_DRMLiEDk_IJ,daikuinterior_DRMLiEDk_IJ_0.jpg,furnitur-detail,furnitur-detail,0.4434,moved
2025-11-18_DRMLiEDk_IJ,daikuinterior_DRMLiEDk_IJ_1.jpg,promosi,promosi,0.7596,moved
2025-11-18_DRMLiEDk_IJ,daikuinterior_DRMLiEDk_IJ_2.jpg,promosi,promosi,0.9563,moved
2025-11-19_DROwZdLE9GR,daikuinterior_DROwZdLE9GR_0.jpg,dapur,dapur,0.583,moved
2025-11-19_DROwZdLE9GR,daikuinterior_DROwZdLE9GR_1.jpg,dapur,dapur,0.6777,moved
2025-11-19_DROwZdLE9GR,daikuinterior_DROwZdLE9GR_2.jpg,promosi,promosi,0.9538,moved
2025-11-20_DRRVJAVk2KP,daikuinterior_DRRVJAVk2KP_0.jpg,promosi,promosi,0.3693,moved
2025-11-20_DRRVJAVk2KP,daikuinterior_DRRVJAVk2KP_1.jpg,kamar-mandi,kamar-mandi,0.3572,moved
2025-11-21_DRT58zdk9MY,daikuinterior_DRT58zdk9MY_0.jpg,dapur,dapur,0.4333,moved
2025-11-21_DRT58zdk9MY,daikuinterior_DRT58zdk9MY_1.jpg,ruang-usaha,dapur,0.5298,moved
2025-11-22_DRWevhhk-zu,daikuinterior_DRWevhhk-zu_0.jpg,promosi,promosi,0.6162,moved
2025-11-22_DRWevhhk-zu,daikuinterior_DRWevhhk-zu_1.jpg,promosi,promosi,0.6231,moved
2025-11-22_DRWevhhk-zu,daikuinterior_DRWevhhk-zu_2.jpg,promosi,promosi,0.9751,moved
2025-11-24_DRb32k0E75j,daikuinterior_DRb32k0E75j_0.jpg,promosi,promosi,0.4383,moved
2025-11-24_DRb32k0E75j,daikuinterior_DRb32k0E75j_1.jpg,promosi,promosi,0.4497,moved
2025-11-25_DReNL8UEzrO,daikuinterior_DReNL8UEzrO_0.jpg,furnitur-detail,furnitur-detail,0.6611,moved
2025-11-25_DReNL8UEzrO,daikuinterior_DReNL8UEzrO_1.jpg,promosi,promosi,0.6206,moved
2025-11-25_DReNL8UEzrO,daikuinterior_DReNL8UEzrO_2.jpg,promosi,promosi,0.985,moved
2025-11-26_DRgx5kwkwoB,daikuinterior_DRgx5kwkwoB_0.jpg,furnitur-detail,furnitur-detail,0.7011,moved
2025-11-26_DRgx5kwkwoB,daikuinterior_DRgx5kwkwoB_1.jpg,promosi,promosi,0.8727,moved
2025-11-26_DRgx5kwkwoB,daikuinterior_DRgx5kwkwoB_2.jpg,promosi,promosi,0.8987,moved
2025-11-26_DRgx5kwkwoB,daikuinterior_DRgx5kwkwoB_3.jpg,promosi,promosi,0.971,moved
2025-11-27_DRjWxnUE5Q_,daikuinterior_DRjWxnUE5Q__0.jpg,furnitur-detail,furnitur-detail,0.8456,moved
2025-11-27_DRjWxnUE5Q_,daikuinterior_DRjWxnUE5Q__1.jpg,furnitur-detail,furnitur-detail,0.8253,moved
2025-11-28_DRl8LCDk2u3,daikuinterior_DRl8LCDk2u3_0.jpg,ruang-usaha,ruang-usaha,0.5974,moved
2025-11-28_DRl8LCDk2u3,daikuinterior_DRl8LCDk2u3_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3168,moved
2025-11-29_DRogV7MEzPg,daikuinterior_DRogV7MEzPg_0.jpg,dapur,dapur,0.3806,moved
2025-11-29_DRogV7MEzPg,daikuinterior_DRogV7MEzPg_1.jpg,promosi,promosi,0.5636,moved
2025-12-01_DRtp8rJk6Z-,daikuinterior_DRtp8rJk6Z-_0.jpg,perlu-ditinjau,perlu-ditinjau,0.5251,moved
2025-12-01_DRtp8rJk6Z-,daikuinterior_DRtp8rJk6Z-_1.jpg,promosi,promosi,0.6712,moved
2025-12-02_DRwOtjyk6_K,daikuinterior_DRwOtjyk6_K_0.jpg,kamar-mandi,kamar-mandi,0.7805,moved
2025-12-02_DRwOtjyk6_K,daikuinterior_DRwOtjyk6_K_1.jpg,furnitur-detail,kamar-mandi,0.4209,moved
2025-12-02_DRwOtjyk6_K,daikuinterior_DRwOtjyk6_K_2.jpg,promosi,promosi,0.971,moved
2025-12-03_DRyzhesk0zo,daikuinterior_DRyzhesk0zo_0.jpg,furnitur-detail,furnitur-detail,0.458,moved
2025-12-03_DRyzhesk0zo,daikuinterior_DRyzhesk0zo_1.jpg,furnitur-detail,furnitur-detail,0.6733,moved
2025-12-04_DR1YQBWk0bT,daikuinterior_DR1YQBWk0bT_0.jpg,promosi,promosi,0.7334,moved
2025-12-04_DR1YQBWk0bT,daikuinterior_DR1YQBWk0bT_1.jpg,promosi,promosi,0.9529,moved
2025-12-05_DR3-NChE76r,daikuinterior_DR3-NChE76r_0.jpg,ruang-usaha,ruang-usaha,0.5942,moved
2025-12-05_DR3-NChE76r,daikuinterior_DR3-NChE76r_1.jpg,furnitur-detail,ruang-usaha,0.8294,moved
2025-12-08_DR_rd_FE16K,daikuinterior_DR_rd_FE16K_0.jpg,promosi,promosi,0.5111,moved
2025-12-08_DR_rd_FE16K,daikuinterior_DR_rd_FE16K_1.jpg,promosi,promosi,0.8085,moved
2025-12-09_DSCQRNAkwuN,daikuinterior_DSCQRNAkwuN_0.jpg,ruang-usaha,ruang-usaha,0.8339,moved
2025-12-09_DSCQRNAkwuN,daikuinterior_DSCQRNAkwuN_1.jpg,furnitur-detail,ruang-usaha,0.914,moved
2025-12-11_DSHZ1yKARW2,daikuinterior_DSHZ1yKARW2_0.jpg,furnitur-detail,furnitur-detail,0.3583,moved
2025-12-11_DSHZ1yKARW2,daikuinterior_DSHZ1yKARW2_1.jpg,promosi,promosi,0.5053,moved
2025-12-12_DSJ-mt5k6wS,daikuinterior_DSJ-mt5k6wS_0.jpg,promosi,promosi,0.9506,moved
2025-12-12_DSJ-mt5k6wS,daikuinterior_DSJ-mt5k6wS_1.jpg,furnitur-detail,furnitur-detail,0.4247,moved
2025-12-15_DSRtAt2k3J3,daikuinterior_DSRtAt2k3J3_0.jpg,promosi,promosi,0.7632,moved
2025-12-15_DSRtAt2k3J3,daikuinterior_DSRtAt2k3J3_1.jpg,promosi,promosi,0.9708,moved
2025-12-16_DSUR3SHE5Xw,daikuinterior_DSUR3SHE5Xw_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3281,moved
